lng,lat
26.13278,38.40889
24.65,40.683333
24.65,40.683333
33.139828,34.731871
33.139828,34.731871
23.7263452,37.9751765
23.7263452,37.9751765
33.139828,34.731871
33.139828,34.731871
33.139828,34.731871
33.139828,34.731871
33.139828,34.731871
33.139828,34.731871
33.139828,34.731871
33.139828,34.731871
33.139828,34.731871
33.139828,34.731871
33.139828,34.731871
33.139828,34.731871
27.1383,38.41905
27.1383,38.41905
27.1383,38.41905
27.1383,38.41905
27.1383,38.41905
33.139828,34.731871
33.139828,34.731871
27.1383,38.41905
27.1383,38.41905
27.1383,38.41905
27.1383,38.41905
27.1383,38.41905
27.1383,38.41905
27.1383,38.41905
33.139828,34.731871
33.139828,34.731871
33.139828,34.731871
33.139828,34.731871
27.1383,38.41905
23.6450325,37.9377025
23.7263452,37.9751765
23.7263452,37.9751765
23.7263452,37.9751765
23.7263452,37.9751765
27.1383,38.41905
23.7263452,37.9751765
23.7263452,37.9751765
23.7263452,37.9751765
23.7263452,37.9751765
23.7263452,37.9751765
23.7263452,37.9751765
45.5,39.5
25.19,37.05
25.19,37.05
37.870076,37.067994
27.722061,38.682373
34.6168429,38.7427427
34.6168429,38.7427427
34.6168429,38.7427427
34.6168429,38.7427427
28.52,38.577222
28.5896392,38.6309878
28.5896392,38.6309878
28.75,38.75
28.644585,38.543234
28.040286,38.488314
28.55021,38.62783
28.55021,38.62783
28.55021,38.62783
28.5896392,38.6309878
28.5896392,38.6309878
28.75,38.75
28.55021,38.62783
28.55021,38.62783
28.55021,38.62783
28.644585,38.543234
28.644585,38.543234
28.644585,38.543234
28.644585,38.543234
28.644585,38.543234
28.644585,38.543234
27.298333,37.66
27.298333,37.66
30.4063441,39.533666
30.4063441,39.533666
29.1268178,40.2567427
29.1268178,40.2567427
31.533,39.45
28.8068787,37.8390473
28.8068787,37.8390473
28.8068787,37.8390473
28.8068787,37.8390473
28.8068787,37.8390473
28.3608046,39.9985195
28.8068787,37.8390473
28.8068787,37.8390473
28.75,38.75
28.75,38.75
28.75,38.75
28.75,38.75
28.75,38.75
28.75,38.75
28.75,38.75
25.268194,37.397274
29.2501396,38.720754
28.5464832,38.6909624
28.7803851,39.019074
28.624,38.703021
28.624,38.703021
28.7557759,38.6550997
28.7025331,38.5832213
28.7025331,38.5832213
28.644585,38.543234
25.268194,37.397274
28.75,38.75
28.644585,38.543234
28.644585,38.543234
28.644585,38.543234
28.644585,38.543234
28.644585,38.543234
28.644585,38.543234
27.298333,37.66
28.644585,38.543234
26.9392185,38.760689
26.9392185,38.760689
28.5958092,38.7998155
28.8664519,38.7443022
28.8664519,38.7443022
27.4873015,38.541317
27.4873015,38.541317
27.4873015,38.541317
27.4873015,38.541317
27.4873015,38.541317
27.1483085,38.108253
27.1483085,38.108253
27.1483085,38.108253
27.1483085,38.108253
27.298333,37.66
27.298333,37.66
27.1483085,38.108253
27.1483085,38.108253
27.4873015,38.541317
27.4873015,38.541317
28.644585,38.543234
28.644585,38.543234
28.644585,38.543234
27.526039,37.8505485
28.644585,38.543234
28.75,38.75
28.5896392,38.6309878
28.5642489,38.6661985
28.5642489,38.6661985
28.5642489,38.6661985
26.944483,37.68825
28.5642489,38.6661985
28.5280744,38.5248999
28.5280744,38.5248999
28.6946,38.6494
28.6946,38.6494
28.6946,38.6494
23.362444,37.496395
25.268194,37.397274
26.547048,39.110475
28.5896392,38.6309878
28.5896392,38.6309878
27.526039,37.8505485
27.526039,37.8505485
27.526039,37.8505485
27.526039,37.8505485
27.1383,38.41905
23.0742642,37.5983023
23.0742642,37.5983023
28.6946,38.6494
25.271111,37.393333
25.271111,37.393333
23.0742642,37.5983023
28.563504,38.495984
28.5280744,38.5248999
28.5896392,38.6309878
27.922124,38.2419844
28.0401635,38.4886944
28.040286,38.488314
23.243591,37.385218
28.227611,36.443113
28.227611,36.443113
28.040286,38.488314
28.040286,38.488314
28.040286,38.488314
28.040286,38.488314
28.040286,38.488314
28.6946,38.6494
28.6946,38.6494
28.6613,38.6663
22.719464,37.631561
23.0742642,37.5983023
23.0742642,37.5983023
23.0742642,37.5983023
28.624,38.703021
28.516621,38.3503736
28.516621,38.3503736
28.516621,38.3503736
28.516621,38.3503736
28.516621,38.3503736
28.516621,38.3503736
28.516621,38.3503736
28.5280744,38.5248999
28.516621,38.3503736
24.8141725,35.0511785
24.8141725,35.0511785
28.516621,38.3503736
28.516621,38.3503736
28.516621,38.3503736
28.516621,38.3503736
22.7480955,39.3841465
28.613595,38.388891
25.268868,37.3993075
25.268868,37.3993075
28.535958,38.645519
28.535958,38.645519
28.535958,38.645519
28.535958,38.645519
28.535958,38.645519
28.535958,38.645519
28.535958,38.645519
28.535958,38.645519
28.535958,38.645519
28.6339378,38.3001343
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
28.613595,38.388891
27.8362022,38.9200791
27.8362022,38.9200791
27.8362022,38.9200791
27.8362022,38.9200791
27.8362022,38.9200791
27.8362022,38.9200791
27.8362022,38.9200791
27.8362022,38.9200791
28.516621,38.3503736
28.491469,38.535161
28.491469,38.535161
28.491469,38.535161
28.491469,38.535161
28.644585,38.543234
28.52,38.577222
27.9808456,38.8119409
27.256115,37.384829
27.256115,37.384829
12.486137,41.891775
12.500346,41.8952156
12.500346,41.8952156
12.449895,41.9027753
25.8117355,36.7993565
27.339722,37.941944
27.339722,37.941944
25.429043,36.421916
25.429043,36.421916
25.429043,36.421916
25.429043,36.421916
25.429043,36.421916
25.429043,36.421916
12.2584721,41.7784037
12.2584721,41.7784037
24.472901,35.371092
24.472901,35.371092
16.490886,39.715694
16.490886,39.715694
16.490886,39.715694
25.998408,36.90637
25.998408,36.90637
27.339722,37.941944
27.339722,37.941944
27.339722,37.941944
22.18528,40.42806
27.340307,37.9407625
27.340307,37.9407625
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
23.7263452,37.9751765
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.193106,39.708507
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.098733,39.753837
22.098733,39.753837
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
27.1845303,39.1312133
27.324524,38.123992
27.1845303,39.1312133
27.1845303,39.1312133
27.1845303,39.1312133
27.1845303,39.1312133
22.18528,40.42806
22.18528,40.42806
25.33333,36.716667
25.33333,36.716667
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
26.9587707,36.7469927
26.263941,35.2655385
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.18528,40.42806
22.1921,39.5716
22.18528,40.42806
22.7480955,39.3841465
21.8137906,40.5350256
21.8137906,40.5350256
22.952885,40.628342
22.952885,40.628342
22.952885,40.628342
22.8414259,38.4939678
22.8414259,38.4939678
